office-name,official-title,ocd-division,homepage-url,phone,email,Preceinct (if noted),Location Name,street,directions,city,state,zip,start_time,end_time,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL04-C,COLLIERVILLE CHRISTIAN CHURCH,707 North Byhalia Road,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL05-C,COLLIERVILLE PRESBYTERIAN CHURCH,202 W POPLAR ST,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL06-C,COVENANT BAPTIST CHURCH,3170 S HOUSTON LEVEE RD,,COLLIERVILLE,TN,38139,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL07,SYCAMORE ELEMENTARY SCHOOL (GYM),1155 SYCAMORE RD,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL07-C,SYCAMORE ELEMENTARY SCHOOL (GYM),1155 SYCAMORE RD,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL08-C,COLLIERVILLE BIBLE CHURCH,806 WOLF RIVER BLVD,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL09,NEW SHELBY MISSIONARY BAPTIST,1059 BRAY STATION RD,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COL09-C,NEW SHELBY MISSIONARY BAPTIST,1059 BRAY STATION RD,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COR03,MEMPHIS JEWISH HOME (AUDITORIUM),36 BAZEBERRY RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COR03-I,MEMPHIS JEWISH HOME (AUDITORIUM),36 BAZEBERRY RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COR03-IS,MEMPHIS JEWISH HOME (AUDITORIUM),36 BAZEBERRY RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COR03-S,MEMPHIS JEWISH HOME (AUDITORIUM),36 BAZEBERRY RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COR03-S4,MEMPHIS JEWISH HOME (AUDITORIUM),36 BAZEBERRY RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COR04,DEXTER MIDDLE SCHOOL,6998 E. RALEIGH LAGRANGE RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,COR05,REDEMPTION CITY CHURCH,1130 WHITTEN RD,,MEMPHIS,TN,38134,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,EAD00,FISHERVILLE CIVIC CLUB,12017 MACON RD,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,EAD00-I,FISHERVILLE CIVIC CLUB,12017 MACON RD,,COLLIERVILLE,TN,38017,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR01,HARVEST CHURCH,3645 FOREST HILL IRENE RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR01-C,HARVEST CHURCH,3645 FOREST HILL IRENE RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR01-G,HARVEST CHURCH,3645 FOREST HILL IRENE RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR01-I,HARVEST CHURCH,3645 FOREST HILL IRENE RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR01-IS,HARVEST CHURCH,3645 FOREST HILL IRENE RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR01-S,HARVEST CHURCH,3645 FOREST HILL IRENE RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR02,SOUTHWIND ELEM SCHOOL (GYM),8155 MEADOW VALE LN,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR02-C,SOUTHWIND ELEM SCHOOL (GYM),8155 MEADOW VALE LN,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR02-S,SOUTHWIND ELEM SCHOOL (GYM),8155 MEADOW VALE LN,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,FOR03,GRACE CHURCH OF THE NAZARENE,8979 E SHELBY DR,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER02-G,GERMANTOWN PRESBYTERIAN (FELLOWSHIP),2363 S GERMANTOW N RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER03-G,GERMANTOWN PERFORMING ARTS CENTRE,1801 EXETER RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER03-GS,GERMANTOWN PERFORMING ARTS CENTRE,1801 EXETER RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER04-G,FARMINGTON ELEM SCHOOL,2085 CORDES RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER05-G,RIVEROAKS REFORMED PRESBYTERIAN CHURCH,1665 S GERMANTOWN RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER06-G,GERMANTOWN MIDDLE SCHOOL,7925 CD SMITH RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER06-I,GERMANTOWN MIDDLE SCHOOL,7925 CD SMITH RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER06-IS,GERMANTOWN MIDDLE SCHOOL,7925 CD SMITH RD,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER08-G,DOGWOOD ELEM SCHOOL,8945 DOGWOOD RD,,GERMANTOWN,TN,38139,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER10-G,FAITH PRESBYTERIAN CHURCH,8816 POPLAR PIKE,,GERMANTOWN,TN,38138,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER11-C,HOUSTON MIDDLE SCH (GYM),9400 WOLF RIVER BLVD,,GERMANTOWN,TN,38139,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER11-G,HOUSTON MIDDLE SCH (GYM),9400 WOLF RIVER BLVD,,GERMANTOWN,TN,38139,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,GER12-G,HOUSTON HIGH SCHOOL,9755 WOLF RIVER BLVD,,GERMANTOWN,TN,38139,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,LAK01-L,FIRST BAPTIST CHURCH OF LAKELAND,4500 CANADA RD,,LAKELAND,TN,38002,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,LAK02-L,ST PAUL UNITED METHODIST CHURCH,2949 DAVIES PLAN,,LAKELAND,TN,38002,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,LUC01,ST ANNE'S EPISCOPAL CHURCH,4063 SYKES RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,LUC01-M,ST ANNE'S EPISCOPAL CHURCH,4063 SYKES RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,LUC01-S,ST ANNE'S EPISCOPAL CHURCH,4063 SYKES RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,LUC03,LUCY ELEM SCHOOL,6269 AMHERST RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,LUC03-M,LUCY ELEM SCHOOL,6269 AMHERST RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,LUC03-S,LUCY ELEM SCHOOL,6269 AMHERST RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MCC00,NORTHAVEN ELEM SCHOOL,5157 N CIRCLE RD,,MEMPHIS,TN,38127,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MIL01,BAKER COMMUNITY CENTER,7942 CHURCH ST,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MIL01-M,BAKER COMMUNITY CENTER,7942 CHURCH ST,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MIL01-MS,BAKER COMMUNITY CENTER,7942 CHURCH ST,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MIL02,MILLINGTON CIVIC CENTER,8077 WILKINSVILLE RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MIL02-M,MILLINGTON CIVIC CENTER,8077 WILKINSVILLE RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MIL02-S,MILLINGTON CIVIC CENTER,8077 WILKINSVILLE RD,,MILLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MOR01,MT PISGAH M. B. CHURCH,1234 PISGAH RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MOR01-S,MT PISGAH M. B. CHURCH,1234 PISGAH RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MOR02,MT PISGAH M.B. CHURCH,1234 PISGAH RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MOR02-S,MT PISGAH M.B. CHURCH,1234 PISGAH RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,MOR02-S2,MT PISGAH M.B. CHURCH,1234 PISGAH RD,,CORDOVA,TN,38018,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS05,MEMPHIS PUBLIC LIBRARY E. SHELBY,7200 SHELBY DR,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS05-S,MEMPHIS PUBLIC LIBRARY E. SHELBY,7200 SHELBY DR,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS13,NEW LIFE IN CHRIST FELLOWSHIP,6825 E HOLMES RD.,,MEMPHIS,TN,38141,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS13-I,NEW LIFE IN CHRIST FELLOWSHIP,6825 E HOLMES RD.,,MEMPHIS,TN,38141,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS13-IS,NEW LIFE IN CHRIST FELLOWSHIP,6825 E HOLMES RD.,,MEMPHIS,TN,38141,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS13-S,NEW LIFE IN CHRIST FELLOWSHIP,6825 E HOLMES RD.,,MEMPHIS,TN,38141,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS13-S2,NEW LIFE IN CHRIST FELLOWSHIP,6825 E HOLMES RD.,,MEMPHIS,TN,38141,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS14,HIGHLAND OAKS ELEM SCHOOL,5252 ANNANDALE DR,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS15,EAST WIN CHRISTIAN CHURCH,4350 HACKS CROSS RD,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS16,NEW GROWTH IN CHRIST CHRISTIAN,7550 E SHELBY DR,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,ROS16-S,NEW GROWTH IN CHRIST CHRISTIAN,7550 E SHELBY DR,,MEMPHIS,TN,38125,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,STE00,OAK SPRING BAPTIST CHURCH,10250 GODWIN RD,,ARLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,STE00-L,OAK SPRING BAPTIST CHURCH,10250 GODWIN RD,,ARLINGTON,TN,38053,,,
Shelby County,County Election Commission,ocd-division/country:us/state:tn/county:shelby,http://www.shelbyvote.com/,(901) 222-1200,richard.holden@shelbycountytn.gov,STE00-S,OAK SPRING BAPTIST CHURCH,10250 GODWIN RD,,ARLINGTON,TN,38053,,,
Smith County,County Election Commission,ocd-division/country:us/state:tn/county:smith,http://www.smithcountyelection.com/,(615) 735-8241,vote@smithcountyelection.com,1,Defeated Elementary School,451 Defeated Creek Hwy,,Carthage,TN,37030,,,
Smith County,County Election Commission,ocd-division/country:us/state:tn/county:smith,http://www.smithcountyelection.com/,(615) 735-8241,vote@smithcountyelection.com,2,Smith Co. Motor Co.,211 Dixon Springs Hwy,,Carthage,TN,37030,,,
Smith County,County Election Commission,ocd-division/country:us/state:tn/county:smith,http://www.smithcountyelection.com/,(615) 735-8241,vote@smithcountyelection.com,3,New Middleton Elementary School,402 New Middleton Hwy,,Gordonsville,TN,38563,,,
Smith County,County Election Commission,ocd-division/country:us/state:tn/county:smith,http://www.smithcountyelection.com/,(615) 735-8241,vote@smithcountyelection.com,4,Union Heights Elementary School,663 Lebanon Hwy,,Carthage,TN,37030,,,
Smith County,County Election Commission,ocd-division/country:us/state:tn/county:smith,http://www.smithcountyelection.com/,(615) 735-8241,vote@smithcountyelection.com,5,Gordonsville Municipal Building,63 Main St. E,,Gordonsville,TN,38563,,,
Smith County,County Election Commission,ocd-division/country:us/state:tn/county:smith,http://www.smithcountyelection.com/,(615) 735-8241,vote@smithcountyelection.com,6,Smith County Chamber of Commerce,939 Upper Ferry Rd.,,Carthage,TN,37030,,,
Smith County,County Election Commission,ocd-division/country:us/state:tn/county:smith,http://www.smithcountyelection.com/,(615) 735-8241,vote@smithcountyelection.com,7,Senior Citizens Center,120 Pauline Gore Way,Suite B,Carthage,TN,37030,,,
Smith County,County Election Commission,ocd-division/country:us/state:tn/county:smith,http://www.smithcountyelection.com/,(615) 735-8241,vote@smithcountyelection.com,8,Forks River Elementary School,611 Cookeville Hwy,,Elmwood,TN,38560,,,
Stewart County,County Election Commission,ocd-division/country:us/state:tn/county:stewart,http://www.stewartcountyelection.com/,(931) 232-5100,stewart.commission@tn.gov,01-01,INDIAN MOUND UNITED METHODIST CH.,200 RORIE HOLLOW ROAD,,INDIAN MOUND,TN,37079,,,
